round,game_no,player_first,player_second,result
1702,17011,14,4,l
1702,17012,3,11,l
1702,17013,15,12,l
1702,17014,19,17,w
1702,17015,13,20,w
1702,17016,1,7,w
1702,17017,9,6,w
1702,17018,8,10,w
1702,17019,2,16,w
1702,17020,18,5,w
1703,17021,14,4,l
1703,17022,3,11,l
1703,17023,15,12,l
1703,17024,19,13,l
1703,17025,17,20,w
1703,17026,1,9,l
1703,17027,7,8,w
1703,17028,2,6,w
1703,17029,10,18,w
1703,17030,16,5,l
1704,17031,14,4,l
1704,17032,11,3,w
1704,17033,12,15,w
1704,17034,19,13,l
1704,17035,17,9,l
1704,17036,20,1,w
1704,17037,7,2,w
1704,17038,8,10,w
1704,17039,6,18,l
1704,17040,16,5,l
1705,17041,14,4,l
1705,17042,11,3,w
1705,17043,12,15,l
1705,17044,19,13,l
1705,17045,17,9,l
1705,17046,20,7,w
1705,17047,1,8,l
1705,17048,2,10,w
1705,17049,18,6,w
1705,17050,16,5,w
1706,17051,14,4,w
1706,17052,11,3,w
1706,17053,12,15,w
1706,17054,19,13,w
1706,17055,9,17,l
1706,17056,20,7,l
1706,17057,1,8,w
1706,17058,2,18,l
1706,17059,10,6,w
1706,17060,16,5,w
1707,17061,14,4,l
1707,17062,11,12,l
1707,17063,3,15,w
1707,17064,19,13,w
1707,17065,17,9,l
1707,17066,20,7,l
1707,17067,1,8,w
1707,17068,18,2,l
1707,17069,10,16,w
1707,17070,6,5,w
1708,17071,14,4,w
1708,17072,11,12,l
1708,17073,3,15,l
1708,17074,19,13,l
1708,17075,9,17,l
1708,17076,7,20,l
1708,17077,1,2,w
1708,17078,8,10,w
1708,17079,18,6,l
1708,17080,16,5,w
1709,17081,14,4,w
1709,17082,11,12,w
1709,17083,3,15,w
1709,17084,19,13,w
1709,17085,17,9,l
1709,17086,20,1,w
1709,17087,7,8,w
1709,17088,2,10,w
1709,17089,18,6,l
1709,17090,16,5,l
1710,17091,14,4,w
1710,17092,11,12,w
1710,17093,3,15,w
1710,17094,19,13,w
1710,17095,9,17,l
1710,17096,20,7,w
1710,17097,1,2,w
1710,17098,8,6,w
1710,17099,10,18,w
1710,17100,16,5,w
1711,17101,14,4,w
1711,17102,11,3,l
1711,17103,12,19,l
1711,17104,15,13,w
1711,17105,17,20,l
1711,17106,9,1,w
1711,17107,7,8,l
1711,17108,2,10,w
1711,17109,6,16,l
1711,17110,18,5,w
1712,17111,14,4,w
1712,17112,11,3,l
1712,17113,12,19,w
1712,17114,15,20,l
1712,17115,9,13,w
1712,17116,17,1,w
1712,17117,7,8,l
1712,17118,2,10,l
1712,17119,16,18,l
1712,17120,6,5,w
1713,17121,14,4,w
1713,17122,11,3,w
1713,17123,12,19,l
1713,17124,15,20,w
1713,17125,9,17,w
1713,17126,13,1,w
1713,17127,7,8,w
1713,17128,2,10,l
1713,17129,18,6,w
1713,17130,16,5,w
1714,17131,14,11,l
1714,17132,4,3,l
1714,17133,12,19,w
1714,17134,15,9,l
1714,17135,20,13,l
1714,17136,17,7,w
1714,17137,1,8,l
1714,17138,10,18,w
1714,17139,2,16,l
1714,17140,6,5,l
1715,17141,14,11,w
1715,17142,3,4,l
1715,17143,12,19,l
1715,17144,15,9,w
1715,17145,13,17,w
1715,17146,20,7,w
1715,17147,1,8,l
1715,17148,10,16,w
1715,17149,18,2,l
1715,17150,6,5,l
1716,17151,14,11,l
1716,17152,4,3,l
1716,17153,12,19,w
1716,17154,15,9,w
1716,17155,13,20,w
1716,17156,17,7,w
1716,17157,1,8,w
1716,17158,10,2,w
1716,17159,16,18,w
1716,17160,6,5,w
1717,17161,14,11,w
1717,17162,3,4,w
1717,17163,12,15,w
1717,17164,19,13,w
1717,17165,9,17,w
1717,17166,20,1,l
1717,17167,7,8,w
1717,17168,10,16,w
1717,17169,2,18,w
1717,17170,6,5,l
1718,17171,14,11,w
1718,17172,3,4,l
1718,17173,12,19,l
1718,17174,15,9,w
1718,17175,13,17,w
1718,17176,20,1,l
1718,17177,7,10,l
1718,17178,8,2,w
1718,17179,16,18,l
1718,17180,6,5,l
1719,17181,14,11,l
1719,17182,3,4,l
1719,17183,12,19,w
1719,17184,15,13,l
1719,17185,9,17,l
1719,17186,20,1,w
1719,17187,7,10,w
1719,17188,8,2,w
1719,17189,16,18,w
1719,17190,6,5,w
1720,17191,14,11,w
1720,17192,4,3,l
1720,17193,12,19,l
1720,17194,15,13,w
1720,17195,9,17,l
1720,17196,20,1,w
1720,17197,7,8,w
1720,17198,10,16,w
1720,17199,2,18,w
1720,17200,6,5,l
1721,17201,14,11,w
1721,17202,3,4,w
1721,17203,12,19,l
1721,17204,15,13,l
1721,17205,17,20,l
1721,17206,9,7,w
1721,17207,1,10,w
1721,17208,8,2,w
1721,17209,16,18,l
1721,17210,6,5,w
1722,17211,14,3,w
1722,17212,11,4,l
1722,17213,19,12,l
1722,17214,15,13,w
1722,17215,20,9,l
1722,17216,17,1,w
1722,17217,7,8,w
1722,17218,10,2,w
1722,17219,16,18,w
1722,17220,6,5,w
1723,17221,14,3,l
1723,17222,4,11,w
1723,17223,12,19,w
1723,17224,15,13,w
1723,17225,9,17,l
1723,17226,20,7,l
1723,17227,1,10,w
1723,17228,8,16,l
1723,17229,2,6,w
1723,17230,18,5,w
1724,17231,14,3,w
1724,17232,4,11,w
1724,17233,12,15,w
1724,17234,19,13,w
1724,17235,17,9,w
1724,17236,20,7,w
1724,17237,1,10,w
1724,17238,8,16,l
1724,17239,2,18,l
1724,17240,6,5,w
1725,17241,14,4,w
1725,17242,3,12,l
1725,17243,11,19,w
1725,17244,15,17,l
1725,17245,13,20,w
1725,17246,9,1,w
1725,17247,7,10,w
1725,17248,8,16,w
1725,17249,18,2,w
1725,17250,6,5,w
1726,17251,14,4,w
1726,17252,12,3,w
1726,17253,11,19,l
1726,17254,15,17,l
1726,17255,13,9,w
1726,17256,20,7,w
1726,17257,1,8,l
1726,17258,10,16,w
1726,17259,18,6,l
1726,17260,2,5,w
1727,17261,14,12,l
1727,17262,4,3,w
1727,17263,11,19,l
1727,17264,15,17,w
1727,17265,13,20,l
1727,17266,9,7,w
1727,17267,1,8,w
1727,17268,10,6,w
1727,17269,16,18,w
1727,17270,2,5,w
1728,17271,14,12,w
1728,17272,4,19,l
1728,17273,3,11,l
1728,17274,15,17,w
1728,17275,13,20,l
1728,17276,9,1,w
1728,17277,7,10,l
1728,17278,8,16,w
1728,17279,2,6,w
1728,17280,18,5,l
1729,17281,14,12,w
1729,17282,4,19,l
1729,17283,11,3,w
1729,17284,15,17,w
1729,17285,20,9,w
1729,17286,13,1,w
1729,17287,7,10,w
1729,17288,8,2,w
1729,17289,16,6,l
1729,17290,18,5,w
1730,17291,14,12,l
1730,17292,19,4,w
1730,17293,11,15,w
1730,17294,3,20,w
1730,17295,13,17,l
1730,17296,9,7,w
1730,17297,1,8,l
1730,17298,10,2,w
1730,17299,6,16,w
1730,17300,18,5,l
1731,17301,14,12,w
1731,17302,19,11,l
1731,17303,4,3,l
1731,17304,15,17,l
1731,17305,20,9,w
1731,17306,13,7,w
1731,17307,1,8,w
1731,17308,10,6,w
1731,17309,2,16,l
1731,17310,18,5,w
1732,17311,14,11,w
1732,17312,12,19,l
1732,17313,3,4,l
1732,17314,15,17,w
1732,17315,20,13,l
1732,17316,9,1,w
1732,17317,7,10,l
1732,17318,8,6,l
1732,17319,16,18,l
1732,17320,2,5,w
1733,17321,14,19,l
1733,17322,11,12,l
1733,17323,4,3,w
1733,17324,15,13,l
1733,17325,17,20,l
1733,17326,9,1,w
1733,17327,7,10,w
1733,17328,8,6,w
1733,17329,18,2,w
1733,17330,16,5,w
1734,17331,14,19,w
1734,17332,12,4,l
1734,17333,11,3,w
1734,17334,15,13,l
1734,17335,20,9,w
1734,17336,17,7,w
1734,17337,1,10,l
1734,17338,8,18,l
1734,17339,6,16,l
1734,17340,2,5,w
1735,17341,14,19,w
1735,17342,4,11,w
1735,17343,12,3,w
1735,17344,15,13,l
1735,17345,20,17,w
1735,17346,9,7,w
1735,17347,1,10,w
1735,17348,8,18,w
1735,17349,16,2,w
1735,17350,6,5,l
1736,17351,14,4,w
1736,17352,12,19,w
1736,17353,11,3,w
1736,17354,13,15,w
1736,17355,20,9,w
1736,17356,17,1,w
1736,17357,7,10,l
1736,17358,8,16,w
1736,17359,18,2,l
1736,17360,6,5,l
1737,17361,14,12,w
1737,17362,4,11,w
1737,17363,19,13,w
1737,17364,20,3,l
1737,17365,15,17,l
1737,17366,9,1,l
1737,17367,7,10,w
1737,17368,8,16,w
1737,17369,18,2,l
1737,17370,6,5,l
1738,17371,14,4,l
1738,17372,12,19,l
1738,17373,11,3,l
1738,17374,13,20,w
1738,17375,15,17,w
1738,17376,9,1,w
1738,17377,7,8,l
1738,17378,10,2,w
1738,17379,16,18,l
1738,17380,6,5,l
1739,17381,14,4,w
1739,17382,19,12,w
1739,17383,11,3,w
1739,17384,13,15,w
1739,17385,20,17,w
1739,17386,9,1,l
1739,17387,7,8,l
1739,17388,10,18,l
1739,17389,2,16,l
1739,17390,6,5,w
1740,17391,14,19,w
1740,17392,4,11,w
1740,17393,12,13,w
1740,17394,3,20,w
1740,17395,15,17,w
1740,17396,9,1,w
1740,17397,7,8,l
1740,17398,10,18,l
1740,17399,16,2,w
1740,17400,6,5,w
1741,17401,14,4,l
1741,17402,19,12,l
1741,17403,11,3,w
1741,17404,13,15,l
1741,17405,20,9,w
1741,17406,17,1,l
1741,17407,8,7,w
1741,17408,10,18,w
1741,17409,16,2,l
1741,17410,6,5,l
1742,17411,14,4,l
1742,17412,12,19,w
1742,17413,11,3,w
1742,17414,13,15,l
1742,17415,20,9,l
1742,17416,17,1,l
1742,17417,8,7,l
1742,17418,10,18,w
1742,17419,16,2,l
1742,17420,6,5,l
1743,17421,14,4,l
1743,17422,12,11,l
1743,17423,19,15,w
1743,17424,3,13,w
1743,17425,20,9,w
1743,17426,17,1,w
1743,17427,8,7,l
1743,17428,10,18,w
1743,17429,2,16,l
1743,17430,6,5,w
1744,17431,14,4,w
1744,17432,11,12,l
1744,17433,19,3,w
1744,17434,15,20,w
1744,17435,13,9,w
1744,17436,17,1,w
1744,17437,7,8,w
1744,17438,10,16,w
1744,17439,18,2,l
1744,17440,6,5,l
1745,17441,14,4,l
1745,17442,12,19,l
1745,17443,11,15,l
1745,17444,3,13,l
1745,17445,20,17,w
1745,17446,9,1,w
1745,17447,7,10,w
1745,17448,8,2,l
1745,17449,16,18,l
1745,17450,6,5,w
1746,17451,14,4,l
1746,17452,19,12,l
1746,17453,11,15,w
1746,17454,13,20,l
1746,17455,3,9,w
1746,17456,17,7,l
1746,17457,1,10,w
1746,17458,8,2,w
1746,17459,18,16,l
1746,17460,6,5,w
1747,17461,14,4,w
1747,17462,12,19,l
1747,17463,11,15,l
1747,17464,20,3,w
1747,17465,13,9,w
1747,17466,17,7,l
1747,17467,1,8,w
1747,17468,10,2,l
1747,17469,16,18,l
1747,17470,6,5,w
1748,17471,14,4,l
1748,17472,19,12,w
1748,17473,11,15,l
1748,17474,20,13,l
1748,17475,3,9,l
1748,17476,17,7,w
1748,17477,1,8,w
1748,17478,10,2,w
1748,17479,18,6,l
1748,17480,16,5,w
1749,17481,14,4,l
1749,17482,19,12,w
1749,17483,11,15,l
1749,17484,13,20,w
1749,17485,3,9,l
1749,17486,17,1,l
1749,17487,7,10,w
1749,17488,8,2,w
1749,17489,6,16,l
1749,17490,18,5,w
1750,17491,14,4,l
1750,17492,19,12,l
1750,17493,11,15,l
1750,17494,13,20,w
1750,17495,3,9,w
1750,17496,17,1,w
1750,17497,7,8,w
1750,17498,10,16,w
1750,17499,18,2,l
1750,17500,6,5,w
1751,17501,14,4,w
1751,17502,19,12,w
1751,17503,15,11,l
1751,17504,13,20,w
1751,17505,3,9,l
1751,17506,17,7,w
1751,17507,1,10,l
1751,17508,8,2,l
1751,17509,6,16,w
1751,17510,18,5,l
1752,17511,14,4,l
1752,17512,19,12,l
1752,17513,11,13,w
1752,17514,15,20,w
1752,17515,3,9,w
1752,17516,17,7,w
1752,17517,1,10,w
1752,17518,8,2,l
1752,17519,6,16,w
1752,17520,18,5,w
1753,17521,14,4,l
1753,17522,19,12,l
1753,17523,11,15,l
1753,17524,13,3,w
1753,17525,20,17,l
1753,17526,9,1,l
1753,17527,7,10,w
1753,17528,8,2,w
1753,17529,6,18,w
1753,17530,16,5,w
1754,17531,14,4,w
1754,17532,19,12,w
1754,17533,15,11,l
1754,17534,13,3,l
1754,17535,17,20,w
1754,17536,9,1,l
1754,17537,7,10,w
1754,17538,8,6,l
1754,17539,2,16,l
1754,17540,18,5,l
1755,17541,14,4,w
1755,17542,19,12,l
1755,17543,11,15,w
1755,17544,13,3,l
1755,17545,17,20,l
1755,17546,9,1,w
1755,17547,7,10,w
1755,17548,8,6,w
1755,17549,2,16,l
1755,17550,18,5,w
1756,17551,14,4,w
1756,17552,19,12,w
1756,17553,11,15,w
1756,17554,13,3,l
1756,17555,17,20,l
1756,17556,9,7,w
1756,17557,1,8,w
1756,17558,10,6,w
1756,17559,16,2,l
1756,17560,18,5,w
1757,17561,14,4,w
1757,17562,19,11,l
1757,17563,12,15,l
1757,17564,13,3,l
1757,17565,20,17,l
1757,17566,9,1,w
1757,17567,7,10,l
1757,17568,8,6,l
1757,17569,2,16,w
1757,17570,18,5,w
1758,17571,14,4,l
1758,17572,19,11,w
1758,17573,12,15,w
1758,17574,3,13,l
1758,17575,17,20,w
1758,17576,9,1,l
1758,17577,7,10,w
1758,17578,8,6,w
1758,17579,2,18,l
1758,17580,16,5,l
1759,17581,14,4,l
1759,17582,19,11,w
1759,17583,12,15,l
1759,17584,13,3,l
1759,17585,17,20,w
1759,17586,9,1,l
1759,17587,7,10,w
1759,17588,8,6,w
1759,17589,18,2,w
1759,17590,16,5,w
1760,17591,14,4,l
1760,17592,19,11,l
1760,17593,12,15,w
1760,17594,3,13,l
1760,17595,17,20,w
1760,17596,9,1,l
1760,17597,7,8,w
1760,17598,10,18,w
1760,17599,6,2,w
1760,17600,16,5,w
1761,17601,14,4,l
1761,17602,19,11,l
1761,17603,12,15,l
1761,17604,13,3,l
1761,17605,17,20,w
1761,17606,9,1,w
1761,17607,7,10,w
1761,17608,8,6,w
1761,17609,18,16,l
1761,17610,2,5,w
1762,17611,14,4,w
1762,17612,19,11,w
1762,17613,12,15,l
1762,17614,3,13,w
1762,17615,17,9,w
1762,17616,20,7,l
1762,17617,1,8,l
1762,17618,10,6,w
1762,17619,16,18,w
1762,17620,2,5,w
1763,17621,14,4,l
1763,17622,19,11,w
1763,17623,12,15,w
1763,17624,3,17,w
1763,17625,13,7,w
1763,17626,9,20,w
1763,17627,1,8,w
1763,17628,10,16,l
1763,17629,2,6,l
1763,17630,18,5,w
1764,17631,14,4,l
1764,17632,19,11,l
1764,17633,12,15,l
1764,17634,3,13,w
1764,17635,17,9,w
1764,17636,7,20,l
1764,17637,1,8,l
1764,17638,10,16,l
1764,17639,6,18,l
1764,17640,2,5,w
1765,17641,14,4,w
1765,17642,19,11,l
1765,17643,12,15,l
1765,17644,3,17,w
1765,17645,13,9,w
1765,17646,20,7,l
1765,17647,1,8,w
1765,17648,10,16,w
1765,17649,18,2,l
1765,17650,6,5,w
1766,17651,14,4,l
1766,17652,19,11,w
1766,17653,15,3,l
1766,17654,12,13,l
1766,17655,17,7,w
1766,17656,9,20,l
1766,17657,1,8,l
1766,17658,10,16,w
1766,17659,2,6,l
1766,17660,18,5,w
1767,17661,14,4,l
1767,17662,19,11,l
1767,17663,3,15,w
1767,17664,12,13,l
1767,17665,17,20,l
1767,17666,7,9,l
1767,17667,1,8,l
1767,17668,10,6,w
1767,17669,16,18,l
1767,17670,2,5,w
1768,17671,14,4,w
1768,17672,19,11,l
1768,17673,3,15,l
1768,17674,12,13,l
1768,17675,17,20,w
1768,17676,9,7,l
1768,17677,1,8,l
1768,17678,10,18,w
1768,17679,2,6,l
1768,17680,16,5,l
1769,17681,14,4,w
1769,17682,11,19,l
1769,17683,3,15,w
1769,17684,13,12,l
1769,17685,17,20,w
1769,17686,7,9,w
1769,17687,1,8,l
1769,17688,10,6,w
1769,17689,18,2,w
1769,17690,16,5,w
1770,17691,14,4,w
1770,17692,19,11,w
1770,17693,3,15,l
1770,17694,12,13,l
1770,17695,17,7,l
1770,17696,20,9,l
1770,17697,1,8,w
1770,17698,10,18,w
1770,17699,6,16,l
1770,17700,2,5,w
1771,17701,14,4,w
1771,17702,19,11,w
1771,17703,3,15,w
1771,17704,13,12,l
1771,17705,17,7,l
1771,17706,9,20,w
1771,17707,1,10,l
1771,17708,8,16,w
1771,17709,18,2,w
1771,17710,6,5,w
1772,17711,14,4,l
1772,17712,19,3,l
1772,17713,11,15,w
1772,17714,12,13,w
1772,17715,17,7,l
1772,17716,9,20,l
1772,17717,1,10,l
1772,17718,8,18,l
1772,17719,6,16,w
1772,17720,2,5,w
1773,17721,14,4,l
1773,17722,19,3,w
1773,17723,11,12,l
1773,17724,15,13,l
1773,17725,17,7,w
1773,17726,9,20,w
1773,17727,10,1,w
1773,17728,8,18,l
1773,17729,6,2,w
1773,17730,16,5,w
1774,17731,14,4,l
1774,17732,19,3,w
1774,17733,11,12,w
1774,17734,13,15,l
1774,17735,17,7,w
1774,17736,9,20,w
1774,17737,10,1,l
1774,17738,8,18,w
1774,17739,6,16,w
1774,17740,2,5,w
1775,17741,14,4,w
1775,17742,19,11,w
1775,17743,3,12,w
1775,17744,15,13,l
1775,17745,17,7,l
1775,17746,9,20,w
1775,17747,10,1,l
1775,17748,8,6,w
1775,17749,18,2,w
1775,17750,16,5,l
1776,17751,14,4,l
1776,17752,19,3,l
1776,17753,11,12,w
1776,17754,13,15,l
1776,17755,17,7,w
1776,17756,9,20,l
1776,17757,1,10,w
1776,17758,8,18,w
1776,17759,6,2,l
1776,17760,16,5,w
1777,17761,14,4,w
1777,17762,19,3,w
1777,17763,11,15,w
1777,17764,12,13,w
1777,17765,17,7,w
1777,17766,9,20,l
1777,17767,1,8,l
1777,17768,10,18,w
1777,17769,6,2,l
1777,17770,16,5,w
1778,17771,14,4,w
1778,17772,19,11,l
1778,17773,3,12,l
1778,17774,15,17,l
1778,17775,13,7,l
1778,17776,9,20,w
1778,17777,1,8,w
1778,17778,10,18,w
1778,17779,2,6,l
1778,17780,16,5,l
1779,17781,14,4,l
1779,17782,19,11,l
1779,17783,3,12,l
1779,17784,17,15,l
1779,17785,13,7,w
1779,17786,9,20,w
1779,17787,1,10,w
1779,17788,8,6,l
1779,17789,18,2,w
1779,17790,16,5,w
1780,17791,14,4,l
1780,17792,19,11,l
1780,17793,3,12,l
1780,17794,15,17,l
1780,17795,13,9,w
1780,17796,7,1,w
1780,17797,20,10,w
1780,17798,8,6,w
1780,17799,18,16,w
1780,17800,2,5,l
1781,17801,14,4,l
1781,17802,11,19,w
1781,17803,12,3,w
1781,17804,17,13,l
1781,17805,15,7,w
1781,17806,9,20,w
1781,17807,1,8,l
1781,17808,10,18,w
1781,17809,6,16,l
1781,17810,2,5,w
1782,17811,14,4,w
1782,17812,11,19,l
1782,17813,12,3,w
1782,17814,13,15,w
1782,17815,17,9,l
1782,17816,7,20,w
1782,17817,1,8,w
1782,17818,10,18,l
1782,17819,6,16,l
1782,17820,2,5,l
1783,17821,14,4,l
1783,17822,11,19,w
1783,17823,12,13,l
1783,17824,3,15,w
1783,17825,17,9,w
1783,17826,7,1,l
1783,17827,20,8,w
1783,17828,10,18,l
1783,17829,16,6,w
1783,17830,2,5,w
1784,17831,14,4,w
1784,17832,11,19,l
1784,17833,12,13,w
1784,17834,3,17,w
1784,17835,15,9,l
1784,17836,7,1,l
1784,17837,20,8,w
1784,17838,10,18,l
1784,17839,16,2,l
1784,17840,6,5,w
1785,17841,14,4,w
1785,17842,11,19,l
1785,17843,12,3,l
1785,17844,13,17,w
1785,17845,15,9,l
1785,17846,7,1,w
1785,17847,20,8,w
1785,17848,10,18,l
1785,17849,16,2,l
1785,17850,6,5,l
1786,17851,14,4,w
1786,17852,19,11,w
1786,17853,12,3,w
1786,17854,13,17,w
1786,17855,15,9,w
1786,17856,7,20,w
1786,17857,1,8,w
1786,17858,10,18,l
1786,17859,2,16,l
1786,17860,6,5,w
1787,17861,14,4,l
1787,17862,19,11,l
1787,17863,12,13,w
1787,17864,3,15,w
1787,17865,17,9,w
1787,17866,7,1,w
1787,17867,20,8,l
1787,17868,10,18,w
1787,17869,16,2,w
1787,17870,6,5,w
1788,17871,14,4,w
1788,17872,19,11,w
1788,17873,12,3,l
1788,17874,13,17,l
1788,17875,15,7,l
1788,17876,9,1,w
1788,17877,20,8,w
1788,17878,10,18,w
1788,17879,16,6,l
1788,17880,2,5,w
1789,17881,14,4,w
1789,17882,19,11,l
1789,17883,12,3,l
1789,17884,13,17,l
1789,17885,15,7,w
1789,17886,9,20,l
1789,17887,1,10,l
1789,17888,8,18,w
1789,17889,6,16,l
1789,17890,2,5,w
1790,17891,14,4,l
1790,17892,19,11,l
1790,17893,3,12,w
1790,17894,13,17,l
1790,17895,15,7,l
1790,17896,9,20,l
1790,17897,1,10,w
1790,17898,8,18,w
1790,17899,16,2,w
1790,17900,6,5,w
1791,17901,14,4,w
1791,17902,11,19,l
1791,17903,3,12,w
1791,17904,17,13,l
1791,17905,15,7,l
1791,17906,9,20,l
1791,17907,1,8,w
1791,17908,10,16,l
1791,17909,18,6,w
1791,17910,2,5,l
1792,17911,14,4,w
1792,17912,19,11,w
1792,17913,3,12,w
1792,17914,13,17,w
1792,17915,15,7,l
1792,17916,9,20,l
1792,17917,1,8,w
1792,17918,10,16,l
1792,17919,18,6,w
1792,17920,2,5,w
1793,17921,14,4,w
1793,17922,19,3,w
1793,17923,11,12,l
1793,17924,13,17,l
1793,17925,7,15,w
1793,17926,20,9,l
1793,17927,1,8,l
1793,17928,10,16,w
1793,17929,18,2,w
1793,17930,6,5,w
1794,17931,14,19,l
1794,17932,4,3,w
1794,17933,11,12,w
1794,17934,13,17,w
1794,17935,7,15,w
1794,17936,9,20,w
1794,17937,1,8,w
1794,17938,10,18,l
1794,17939,16,6,w
1794,17940,2,5,w
1795,17941,14,19,l
1795,17942,4,11,l
1795,17943,3,12,w
1795,17944,13,17,l
1795,17945,7,15,w
1795,17946,9,20,w
1795,17947,1,8,w
1795,17948,10,18,l
1795,17949,16,2,w
1795,17950,6,5,l
1796,17951,14,19,l
1796,17952,4,11,l
1796,17953,3,12,l
1796,17954,13,17,w
1796,17955,7,9,l
1796,17956,15,1,l
1796,17957,20,8,l
1796,17958,10,18,l
1796,17959,16,2,l
1796,17960,6,5,w
1797,17961,14,19,l
1797,17962,4,11,l
1797,17963,3,12,l
1797,17964,13,17,l
1797,17965,7,9,w
1797,17966,15,1,w
1797,17967,20,8,w
1797,17968,18,10,w
1797,17969,16,2,w
1797,17970,6,5,w
1798,17971,14,19,w
1798,17972,11,4,w
1798,17973,3,12,l
1798,17974,13,17,w
1798,17975,7,9,l
1798,17976,15,1,w
1798,17977,20,18,w
1798,17978,8,10,l
1798,17979,16,6,w
1798,17980,2,5,w
1799,17981,14,19,w
1799,17982,11,4,l
1799,17983,3,12,w
1799,17984,13,17,l
1799,17985,7,9,w
1799,17986,15,20,w
1799,17987,1,18,w
1799,17988,8,10,w
1799,17989,16,2,w
1799,17990,6,5,w
1800,17991,14,19,l
1800,17992,11,4,l
1800,17993,3,12,l
1800,17994,13,17,l
1800,17995,7,15,w
1800,17996,9,1,l
1800,17997,20,8,l
1800,17998,16,18,w
1800,17999,10,6,l
1800,18000,2,5,l
1801,18001,14,19,l
1801,18002,4,11,l
1801,18003,3,12,l
1801,18004,17,13,w
1801,18005,7,15,w
1801,18006,9,1,l
1801,18007,20,8,l
1801,18008,16,18,w
1801,18009,10,6,l
1801,18010,2,5,w
1802,18011,14,19,l
1802,18012,11,4,l
1802,18013,12,3,l
1802,18014,17,7,w
1802,18015,13,15,w
1802,18016,1,9,l
1802,18017,20,8,w
1802,18018,16,18,l
1802,18019,10,6,w
1802,18020,2,5,w
1803,18021,14,19,l
1803,18022,4,11,l
1803,18023,3,12,l
1803,18024,17,13,w
1803,18025,7,9,l
1803,18026,15,1,l
1803,18027,20,8,w
1803,18028,16,18,w
1803,18029,10,6,w
1803,18030,2,5,l
1804,18031,14,19,l
1804,18032,11,4,l
1804,18033,12,17,l
1804,18034,3,13,w
1804,18035,7,9,w
1804,18036,1,15,l
1804,18037,20,16,w
1804,18038,8,10,w
1804,18039,18,6,w
1804,18040,2,5,w
1805,18041,14,19,w
1805,18042,4,11,l
1805,18043,17,3,w
1805,18044,12,7,l
1805,18045,13,9,w
1805,18046,15,1,w
1805,18047,20,8,w
1805,18048,16,18,w
1805,18049,10,2,w
1805,18050,6,5,l
1806,18051,14,19,l
1806,18052,11,4,w
1806,18053,17,3,l
1806,18054,12,7,l
1806,18055,13,15,w
1806,18056,9,20,l
1806,18057,1,16,w
1806,18058,8,10,w
1806,18059,18,2,l
1806,18060,6,5,l
1807,18061,14,19,w
1807,18062,11,4,l
1807,18063,17,3,w
1807,18064,12,7,w
1807,18065,13,15,w
1807,18066,20,1,w
1807,18067,9,8,l
1807,18068,16,10,w
1807,18069,18,2,w
1807,18070,6,5,w
1808,18071,14,19,l
1808,18072,11,4,l
1808,18073,17,3,w
1808,18074,12,13,w
1808,18075,7,20,w
1808,18076,15,1,l
1808,18077,9,8,l
1808,18078,16,18,w
1808,18079,10,2,w
1808,18080,6,5,w
1809,18081,14,19,l
1809,18082,4,11,l
1809,18083,17,12,l
1809,18084,3,7,l
1809,18085,13,20,l
1809,18086,1,15,w
1809,18087,9,8,w
1809,18088,16,10,w
1809,18089,18,6,w
1809,18090,2,5,l
1810,18091,14,19,w
1810,18092,11,4,l
1810,18093,17,12,w
1810,18094,3,7,l
1810,18095,13,20,l
1810,18096,1,9,l
1810,18097,15,16,w
1810,18098,8,18,l
1810,18099,10,6,w
1810,18100,2,5,l
1811,18101,14,19,w
1811,18102,4,11,l
1811,18103,17,12,l
1811,18104,7,3,l
1811,18105,13,20,w
1811,18106,1,9,w
1811,18107,15,16,w
1811,18108,8,18,l
1811,18109,10,6,w
1811,18110,2,5,l
1812,18111,14,19,l
1812,18112,11,4,w
1812,18113,17,12,w
1812,18114,3,7,w
1812,18115,13,20,l
1812,18116,1,15,l
1812,18117,9,16,w
1812,18118,8,18,l
1812,18119,10,6,l
1812,18120,2,5,w
1813,18121,14,19,l
1813,18122,11,4,w
1813,18123,17,12,w
1813,18124,3,7,w
1813,18125,13,20,l
1813,18126,15,1,l
1813,18127,9,16,w
1813,18128,18,8,l
1813,18129,10,6,l
1813,18130,2,5,w
1814,18131,14,19,w
1814,18132,11,17,w
1814,18133,4,3,l
1814,18134,12,7,l
1814,18135,13,20,w
1814,18136,1,9,l
1814,18137,15,8,w
1814,18138,16,18,l
1814,18139,10,6,w
1814,18140,2,5,w
1815,18141,14,19,w
1815,18142,11,17,w
1815,18143,4,3,w
1815,18144,12,7,w
1815,18145,13,20,l
1815,18146,9,15,w
1815,18147,1,18,w
1815,18148,8,16,l
1815,18149,10,2,l
1815,18150,6,5,l
1816,18151,14,19,l
1816,18152,11,4,w
1816,18153,17,3,l
1816,18154,12,7,l
1816,18155,13,20,w
1816,18156,9,1,l
1816,18157,15,16,l
1816,18158,18,8,l
1816,18159,10,2,l
1816,18160,6,5,l
1817,18161,14,19,l
1817,18162,11,4,l
1817,18163,17,3,w
1817,18164,12,7,w
1817,18165,13,20,l
1817,18166,1,9,w
1817,18167,15,16,w
1817,18168,8,18,w
1817,18169,10,2,l
1817,18170,6,5,l
1818,18171,14,19,w
1818,18172,11,4,w
1818,18173,17,3,w
1818,18174,12,7,l
1818,18175,13,20,l
